,년,월,시간,주야,요일,시도,시군구,사고유형_대분류,면허경과년수,가해자법규위반,성별,연령,사망여부,가해자음주농도,보호장구,안전모_착용여부,도로종류,도로형태_대분류,도로형태,도로선형_대분류,도로선형_중분류,도로선형,교차로형태_대분류,교차로형태,노면상태_대분류,노면상태,기상상태,어린이보호구역여부,시도군구,exists,long,lat
116494,2018,7,20,야,월,서울시,구로구,차량단독,5~9,안전운전 의무 불이행,남,52,1,0.10%~0.14%,안전모,착용,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,서울시구로구,1,126.889597222222,37.49265
116515,2018,7,10,주,화,광주시,북구,차량단독,15~,안전운전 의무 불이행,남,70,1,0,안전모,착용,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,광주시북구,1,126.901080587328,35.1812137957623
116553,2018,7,21,야,화,전라북도,고창군,차량단독,15~,안전운전 의무 불이행,남,62,1,0,안전모,착용,지방도,교차로,교차로내,커브ㆍ곡각 ,좌,평지  ,교차로,교차로 - 회전,포장,건조,맑음,N,전라북도고창군,1,126.704108333333,35.4327388888888
116609,2018,7,23,야,수,대구시,달서구,차량단독,15~,안전운전 의무 불이행,남,38,1,0.10%~0.14%,,,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,기타,N,대구시달서구,1,128.532590453916,35.8299774381395
116717,2018,7,19,야,금,강원도,고성군,차량단독,1~4,안전운전 의무 불이행,남,60,1,0,안전모,착용,지방도,,,커브ㆍ곡각 ,우,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,강원도고성군,1,128.470163888888,38.3779611111111
116746,2018,7,5,야,토,강원도,원주시,차량단독,1~4,안전운전 의무 불이행,남,21,1,0,안전모,미착용,시도,단일로,기타단일로,직선,직선,오르막,교차로아님,교차로아님,포장,건조,맑음,N,강원도원주시,1,127.922055555555,37.3390833333333
116970,2018,7,3,야,수,강원도,영월군,차량단독,미상,안전운전 의무 불이행,남,55,1,0,안전모,,지방도,단일로,지하차도(도로)내,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,강원도영월군,1,128.464019444444,37.1808611111111
117033,2018,7,2,야,목,서울시,성동구,차량단독,5~9,안전운전 의무 불이행,남,28,1,0,안전모,착용,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,서울시성동구,1,127.039,37.5606111111111
117043,2018,7,7,주,목,경기도,남양주시,차대차,15~,중앙선 침범,남,68,1,0,안전모,,지방도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,경기도남양주시,1,127.218633333333,37.6331777777777
117124,2018,7,16,주,금,전라북도,김제시,차대차,15~,,남,83,1,0,안전모,착용,시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,전라북도김제시,1,126.882752777777,35.8005749999999
117157,2018,7,4,야,토,부산시,부산진구,차량단독,미상,안전운전 의무 불이행,남,45,1,0,,,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,부산시부산진구,1,129.055319444444,35.1599527777777
117159,2018,7,5,야,토,부산시,해운대구,차량단독,5~9,안전운전 의무 불이행,남,24,1,0.05%~0.09%,안전모,미착용,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,흐림,N,부산시해운대구,1,129.165808333333,35.1600194444444
117167,2018,7,10,주,토,전라남도,장성군,차대차,15~,중앙선 침범,남,50,1,0,안전모,착용,지방도,단일로,기타단일로,커브ㆍ곡각 ,우,오르막,교차로아님,교차로아님,포장,건조,맑음,N,전라남도장성군,1,126.786975,35.2988111111111
117171,2018,7,11,주,토,전라남도,보성군,차대차,미상,안전운전 의무 불이행,남,75,1,0,안전모,착용,지방도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,전라남도보성군,1,127.082088888888,34.7683333333333
117184,2018,7,14,주,토,강원도,인제군,차량단독,5~9,안전운전 의무 불이행,여,39,1,0,안전모,착용,군도,단일로,기타단일로,커브ㆍ곡각 ,우,내리막,교차로아님,교차로아님,포장,건조,맑음,N,강원도인제군,1,128.172697222222,38.0669722222222
117187,2018,7,16,주,토,경기도,광주시,차량단독,15~,안전운전 의무 불이행,남,67,1,0,안전모,미착용,시도,단일로,기타단일로,커브ㆍ곡각 ,좌,오르막,교차로아님,교차로아님,포장,건조,맑음,N,경기도광주시,1,127.257786111111,37.4145055555555
117199,2018,7,20,야,토,충청남도,아산시,차대차,15~,안전운전 의무 불이행,남,31,1,0,안전모,착용,일반국도,단일로,기타단일로,커브ㆍ곡각 ,우,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,충청남도아산시,1,127.004641666666,36.7871055555555
117237,2018,7,15,주,일,강원도,춘천시,차량단독,10~14,안전운전 의무 불이행,남,31,1,0,안전모,착용,시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,강원도춘천시,1,127.732311111111,37.8785416666666
117274,2018,7,10,주,월,부산시,기장군,차량단독,15~,안전운전 의무 불이행,남,83,1,0,안전모,착용,특별광역시도,교차로,교차로부근,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,부산시기장군,1,129.222287283017,35.2447754075554
117282,2018,7,11,주,월,경상남도,밀양시,차대차,미상,중앙선 침범,남,50,1,0.20%~0.24%,안전모,미착용,시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,경상남도밀양시,1,128.748944444444,35.5007777777777
117411,2018,8,1,야,목,전라남도,고흥군,차대차,미상,안전운전 의무 불이행,여,35,1,0,안전모,미착용,지방도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,전라남도고흥군,1,127.287055555555,34.6080694444444
117429,2018,8,10,주,목,전라남도,담양군,차량단독,미상,안전운전 의무 불이행,남,53,1,0,안전모,미착용,지방도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,전라남도담양군,1,126.990163888888,35.318125
117455,2018,8,18,야,목,울산시,북구,차량단독,미상,안전운전 의무 불이행,남,59,1,0.05%~0.09%,안전모,미착용,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,울산시북구,1,129.361244971292,35.5827078312412
117544,2018,8,4,야,토,대구시,서구,차량단독,10~14,안전운전 의무 불이행,남,29,1,0.05%~0.09%,,,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,대구시서구,1,128.559160069259,35.8719405397309
117570,2018,8,16,주,토,충청남도,서산시,차량단독,15~,안전운전 의무 불이행,남,77,1,0,안전모,착용,,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,충청남도서산시,1,126.452163888888,36.7820972222222
117620,2018,8,16,주,일,전라남도,곡성군,차량단독,15~,안전운전 의무 불이행,남,60,1,0,안전모,착용,지방도,교차로,교차로부근,커브ㆍ곡각 ,우,내리막,교차로,교차로 - 삼지,포장,건조,맑음,N,전라남도곡성군,1,127.294108333333,35.2789555555555
117755,2018,8,2,야,수,충청북도,청주시,차량단독,15~,안전운전 의무 불이행,남,31,1,0,안전모,미착용,시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,충청북도청주시,1,127.511730555555,36.5839972222222
117776,2018,8,15,주,수,대구시,달성군,차량단독,15~,안전운전 의무 불이행,남,37,1,0,안전모,착용,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,대구시달성군,1,128.431399499941,35.7747502893017
117780,2018,8,17,주,수,경상북도,경산시,차대차,5~9,신호위반,남,26,1,0,안전모,착용,지방도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,경상북도경산시,1,128.743463888888,35.8220888888888
117801,2018,8,0,야,목,경상북도,포항시,차량단독,1~4,안전운전 의무 불이행,남,53,1,0,안전모,미착용,시도,단일로,고가도로위,커브ㆍ곡각 ,좌,오르막,교차로아님,교차로아님,포장,건조,맑음,N,경상북도포항시,1,129.361666666666,36.0056861111111
117811,2018,8,11,주,목,전라남도,순천시,차대차,미상,신호위반,남,82,1,0,안전모,착용,시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,전라남도순천시,1,127.489330555555,34.9476055555555
117887,2018,8,22,야,금,충청남도,서산시,차대차,1~4,안전운전 의무 불이행,남,33,1,0,안전모,착용,지방도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,충청남도서산시,1,126.452163888888,36.7820972222222
117902,2018,8,7,주,토,부산시,북구,차량단독,1~4,안전운전 의무 불이행,남,22,1,0.05%~0.09%,안전모,미착용,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,부산시북구,1,128.992474999999,35.1941805555555
117919,2018,8,16,주,토,강원도,춘천시,차량단독,1~4,안전운전 의무 불이행,남,18,1,0,안전모,미착용,지방도,단일로,기타단일로,커브ㆍ곡각 ,좌,오르막,교차로아님,교차로아님,포장,건조,맑음,N,강원도춘천시,1,127.732311111111,37.8785416666666
117926,2018,8,17,주,토,경상남도,창원시,차량단독,5~9,안전운전 의무 불이행,남,40,1,0,안전모,착용,지방도,단일로,기타단일로,직선,직선,내리막,교차로아님,교차로아님,포장,건조,맑음,N,경상남도창원시,1,128.6401544,35.2540033
117928,2018,8,19,야,토,경기도,화성시,차대차,5~9,안전운전 의무 불이행,남,37,1,0.05%~0.09%,안전모,착용,시도,단일로,기타단일로,직선,직선,내리막,교차로아님,교차로아님,포장,건조,맑음,N,경기도화성시,1,126.833530555555,37.1968166666666
117939,2018,8,21,야,토,서울시,성북구,차대사람,5~9,안전운전 의무 불이행,남,23,1,0.05%~0.09%,안전모,미착용,특별광역시도,단일로,기타단일로,커브ㆍ곡각 ,좌,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,서울시성북구,1,127.020333333333,37.5863833333333
117954,2018,8,4,야,일,부산시,해운대구,차대차,1~4,신호위반,남,29,1,0,안전모,미착용,특별광역시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,흐림,N,부산시해운대구,1,129.165808333333,35.1600194444444
118026,2018,8,13,주,월,충청북도,청주시,차대차,15~,신호위반,남,37,1,0,안전모,,시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,충청북도청주시,1,127.511730555555,36.5839972222222
118046,2018,8,18,야,월,충청남도,홍성군,차대차,15~,안전운전 의무 불이행,여,55,1,0,안전모,착용,군도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,충청남도홍성군,1,126.662908333333,36.5983611111111
118060,2018,8,22,야,월,전라남도,영광군,차량단독,미상,안전운전 의무 불이행,남,68,1,0,안전모,착용,군도,단일로,기타단일로,커브ㆍ곡각 ,좌,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,전라남도영광군,1,126.514086111111,35.2741666666666
